问题id,问题,FA,SQL结果
913,在2021年的中期报告里，博时基金管理有限公司管理的基金中，有多少比例的基金是个人投资者持有的份额超过机构投资者？希望得到一个精确到两位小数的百分比。,在2021年的中期报告里，博时基金管理有限公司管理的基金中，有59.20%的比例的基金是个人投资者持有的份额超过机构投资者。,"[(59.2,)]"
914,20201116日，一级行业为综合金融的股票的成交量合计是多少？取整。,20201116日，一级行业为综合金融的股票的成交量合计是116221778股。,"[(116221778.0,)]"
915,海南双成药业股份有限公司的经营范围是什么？,N_A,N_A
916,江苏旷达汽车织物集团股份有限公司是否存在管理风险？有哪些管理风险？,N_A,N_A
917,在2020年报中，南方荣尊混合A基金第六大重仓股的代码和股票名称是什么？,在2020年报中，南方荣尊混合A基金第六大重仓股的代码是600048，股票名称是保利发展。,"[('600048', '保利发展')]"
918,广东银禧科技股份有限公司注册资本是多少？,N_A,N_A
919,2019年中期报告里，东方基金管理股份有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,N_A,N_A
920,请帮我计算：在20190612，日收益率为负的A股股票有几个。,在20190612，日收益率为负的A股股票有2466个。,"[(2466,)]"
921,大博医疗科技股份有限公司在2015年受到了哪些行政处罚？,N_A,N_A
922,2010年和2009年浙江开尔新材料股份有限公司签署的海外项目折合人民币金额分别是多少？,N_A,N_A
923,我想知道兴全合宜灵活配置混合(LOF)C在2021年Q1的季报中，该基金的第2大重仓股的代码是什么?,兴全合宜灵活配置混合(LOF)C在2021年Q1的季报中，该基金的第2大重仓股的代码是06690，股票简称是海尔智家。,"[('06690', '海尔智家')]"
924,湖南长远锂科股份有限公司日常业务的经营主要涉及哪些部门？,N_A,N_A
925,请帮我查询下股票代码为600351的股票在2021年内最高日收盘价是多少？,股票代码为600351的股票在2021年内最高日收盘价是9.15元。,"[(9.15,)]"
926,烟台杰瑞石油服务集团股份有限公司获得过哪些荣誉称号？,N_A,N_A
927,为推广IPTV业务并提升山东海看网络科技有限公司IPTV业务知名度，报告期内山东海看网络科技有限公司要主要通过什么方式进行业务宣传？,N_A,N_A
928,南京中电联环保股份有限公司的住所为？,N_A,N_A
929,浙江开尔新材料股份有限公司本次发行拟发行股份多少？发行后总股本为多少？,N_A,N_A
930,2018年、2019年及2020年，森赫电梯股份有限公司境外销售收入分别为多少万元？占主营业务收入的比例为多少？,N_A,N_A
931,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2020年，中信行业分类行业划分标准,非银行金融一级行业中, 代码为多少的股票的日均收益率最高？",在2020年，中信行业分类行业划分标准，非银行金融一级行业中，代码为601995的股票的日均收益率最高，为2.37%。,"[('601995', 2.369647877294702)]"
932,珠海健帆生物科技股份有限公司计划投资多少资金用于扩建研发中心？,N_A,N_A
933,根据中国证监会颁布的《上市公司行业分类指导》的规定，西安启源机电装备股份有限公司所属的行业大类、中类、小类是什么？,N_A,N_A
934,20210429港股下跌的股票家数有多少家?,20210429港股下跌的股票家数有1135家。,"[(1135,)]"
935,请帮我查询下，在2021年09月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。,在2021年09月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是建信现金增利货币B，差额为19400369672.31份。,"[('建信现金增利货币B', 19400369672.31)]"
936,我想知道在20200930的季报里，东兴中证消费50指数C投资的股票分别是哪些申万一级行业？,在20200930的季报里，东兴中证消费50指数C投资的股票分别属于以下申万一级行业：食品饮料，家用电器，农林牧渔，休闲服务。,"[('食品饮料',), ('家用电器',), ('农林牧渔',), ('休闲服务',)]"
937,江苏爱康太阳能科技股份有限公司成立时，主要发起人是谁？,N_A,N_A
938,帮我查一下上银中证500指数增强C基金在20210827的资产净值和单位净值是多少?,上银中证500指数增强C基金在20210827的资产净值是68466391.45元，单位净值是1.1938元。,"[(68466391.45, 1.1938, '上银中证500指数增强C')]"
939,请帮我查询出20210712日，建材一级行业涨幅超过5%（不包含）的股票数量。,20210712日，建材一级行业涨幅超过5%（不包含）的股票数量为12。,"[(12,)]"
940,请帮我查询下，在2020年Q4季报报告中，008572基金的第一大重仓可转债同期还有多少只基金也进行了持仓？,在2020年Q4季报报告中，008572基金的第一大重仓可转债同期还有27只基金也进行了持仓。,"[(27,)]"
941,2017年1-6月，大博医疗科技股份有限公司水费单价为什么上升？,N_A,N_A
942,"在20190630的年报(含半年报)中，德邦锐兴债券A基金的债券持仓,其持有最大仓位的债券类型是什么?","在20190630的年报(含半年报)中，德邦锐兴债券A基金的债券持仓,其持有最大仓位的债券类型是中期票据。","[('中期票据',)]"
943,上海真兰仪表科技股份有限公司2020年增资的价格是多少？,N_A,N_A
944,招商基金管理有限公司管理的股票型产品的数量有多少?,招商基金管理有限公司管理的股票型产品的数量是25只。,"[(25,)]"
945,查询下基金代码009106的基金，它的托管费率是？,基金代码为009106的基金的托管费率为0.15%。,"[('0.15%',)]"
946,2015年至2017年，汉嘉设计集团股份有限公司来自浙江省内的业务收入占公司当期主营业务收入的比例分别是多少？,N_A,N_A
947,报告期内云南沃森生物技术股份有限公司销售的自产疫苗产品有哪些？,N_A,N_A
948,湖南长远锂科股份有限公司的主要产品有哪些？,N_A,N_A
949,在2019年1月27日，使用中信行业分类标准，股票代码002051是属于哪个一级行业的?,在2019年1月27日，使用中信行业分类标准，股票代码002051属于建筑一级行业。,"[('建筑',)]"
950,查询下基金代码009104的基金，它的管理费率是？,基金代码为009104的基金的管理费率为0.6%。,"[('0.6%',)]"
951,请查询：在20200629，属于申万二级金属非金属新材料行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,在20200629，属于申万二级金属非金属新材料行业的A股股票，它们的平均成交金额是136224024.912元。,"[(136224024.91176,)]"
952,我想知道华夏创业板动量成长ETF基金，在2021年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,我想知道华夏创业板动量成长ETF基金，在2021年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,SQL未能成功执行！
953,我想知道淳厚基金管理有限公司在2019年成立了多少只管理费率小于0.8%的基金？,淳厚基金管理有限公司在2019年成立了2只管理费率小于0.8%的基金。,"[(2,)]"
954,在20191007，按照申万行业分类的行业划分标准，哪个一级行业的A股公司数量最多？,在20191007，按照申万行业分类的行业划分标准，机械设备的一级行业的A股公司数量最多，为530家。,"[('机械设备', 530)]"
955,"请帮我查询在2019年,宏利基金管理有限公司成立哪种类型的基金个数最多?","在2019年,宏利基金管理有限公司成立债券型的基金个数最多。","[('债券型',)]"
956,为了防范意外事故造成的损失，新疆浩源天然气股份有限公司何时购买了什么保险？,N_A,N_A
957,武汉兴图新科电子股份有限公司在哪个领域已经成为重要供应商？,N_A,N_A
958,2007年度和2008年度杭州中恒电气股份有限公司经销的室内通信电源系统（集采产品）的价格是多少？,N_A,N_A
959,博时双季享六个月持有期债券C基金在20210630的季报里，前三大持仓占比的债券名称是什么?,博时双季享六个月持有期债券C基金在20210630的季报里，前三大持仓占比的债券名称是H20世茂6，21农发01和21国开06。,"[('H20世茂6',), ('21农发01',), ('21国开06',)]"
960,根据招股意向书，昇兴集团股份有限公司与下游食品饮料行业中的哪些知名企业结成了良好的合作关系？,N_A,N_A
961,国泰宏益一年持有期混合A基金在20210630且报告类型是年报(含半年报)的持债市值中，哪类债券市值最高？,国泰宏益一年持有期混合A基金在20210630且报告类型是年报(含半年报)的持债市值中，中期票据债券市值最高。,"[('中期票据',)]"
962,请查询：在2021的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于股票型类型的有几个。,在2021的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于股票型类型的有576个。,"[(576,)]"
963,20191030日，成交金额最大的前三家上市公司的股票代码是什么？按成交金额从大到小给出,20191030日，成交金额最大的前三家上市公司的股票代码从大到小分别是601318，600570和000066。,"[('601318',), ('600570',), ('000066',)]"
964,项目建成达产后，杭州中恒电气股份有限公司将新增多少套通信电源系统和电力操作电源系统？,N_A,N_A
965,华达汽车科技股份有限公司的主要原材料是什么？报告期间，主要原材料占公司主营业务成本比例约为多少？,N_A,N_A
