问题id,问题,答案,分类
953,我想知道淳厚基金管理有限公司在2019年成立了多少只管理费率小于0.8%的基金？,回答：“基金股票数据库”,SQL
954,在20191007，按照申万行业分类的行业划分标准，哪个一级行业的A股公司数量最多？,回答：“基金股票数据库”,SQL
955,"请帮我查询在2019年,宏利基金管理有限公司成立哪种类型的基金个数最多?",问题：“基金股票数据库”,SQL
956,为了防范意外事故造成的损失，新疆浩源天然气股份有限公司何时购买了什么保险？,该问题的分类应该是“该公司的招股说明书”。,Text
957,武汉兴图新科电子股份有限公司在哪个领域已经成为重要供应商？,"该问题的 answer 应该是 ""该公司的招股说明书""。",Text
958,2007年度和2008年度杭州中恒电气股份有限公司经销的室内通信电源系统（集采产品）的价格是多少？,该问题的描述中没有给出任何关于该基金或股票的信息，因此无法确定答案是在该公司的招股说明书中还是在基金股票数据库里。,Text
959,博时双季享六个月持有期债券C基金在20210630的季报里，前三大持仓占比的债券名称是什么?,基金股票数据库,SQL
960,根据招股意向书，昇兴集团股份有限公司与下游食品饮料行业中的哪些知名企业结成了良好的合作关系？,该问题的描述中没有给出任何关于答案来源的线索，因此无法确定答案是在该公司的招股说明书中还是在基金股票数据库里。,Text
961,国泰宏益一年持有期混合A基金在20210630且报告类型是年报(含半年报)的持债市值中，哪类债券市值最高？,回答：“基金股票数据库”,SQL
962,请查询：在2021的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于股票型类型的有几个。,"问题：“请查询：在2021的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于股票型类型的有几个。”
回答：“基金股票数据库”",SQL
963,20191030日，成交金额最大的前三家上市公司的股票代码是什么？按成交金额从大到小给出,这个问题应该属于基金股票数据库。,SQL
964,项目建成达产后，杭州中恒电气股份有限公司将新增多少套通信电源系统和电力操作电源系统？,该问题的描述中没有给出任何关于该基金或股票的信息，因此无法确定它是在该公司的招股说明书中还是在基金股票数据库里。,Text
965,华达汽车科技股份有限公司的主要原材料是什么？报告期间，主要原材料占公司主营业务成本比例约为多少？,"该问题的 answer 应该是 ""该公司的招股说明书""。",Text
966,根据江苏爱康太阳能科技股份有限公司招股意向书，2009年我国太阳能电池产量为多少？,该问题的描述中没有提到任何具体的股票或者基金信息，因此它应该属于招股说明书中包含的信息。所以，答案是“该公司的招股说明书”。,Text
967,与江苏旷达汽车织物集团股份有限公司在行业内形成竞争的汽车内饰面料生产企业的合资企业和内资企业有哪些？,该问题的描述类别最适合出现在“该公司的招股说明书”中。,Text
968,20191231日，创世纪在多少只基金的前十大重仓股中？,问题：“该基金股票数据库中是否有创世纪这只股票？如果有的话，请告诉我它在多少只基金的前十大重仓股中？”,SQL
969,2017年，汉嘉设计集团股份有限公司因计提应收账款坏账准备产生的资产减值损失是多少？,"该问题的 answer 应该是 ""该公司的招股说明书""。因为这类涉及具体财务数据的问题通常可以在招股说明书中找到。",Text
970,请问2019年一季度有多少家基金是净申购?它们的净申购份额加起来是多少?请四舍五入保留小数点两位。,"问题：“请帮忙查询下股票代码为XXXXXX的股票在2019年内最高日收盘价是多少？”
回答：“基金股票数据库”",SQL
971,2008年度、2009年度深圳市铁汉生态环境股份有限公司生态修复工程收入的增长率分别为多少？,该问题的描述中没有给出任何关于该基金或股票的信息，因此无法确定它是在该公司的招股说明书中还是在基金股票数据库里。,Text
972,在本招股意向书的报告期内，常熟风范电力设备股份有限公司的综合毛利率分别为多少？呈现怎样的趋势？,该问题属于招股说明书中提到的问题。,Text
973,请问2019年四季度有多少家基金是净申购?它们的净申购份额加起来是多少?请四舍五入保留小数点两位。,"问题：“请帮忙查询下股票代码为XXXXXX的股票在2019年内最高日收盘价是多少？”
回答：“基金股票数据库”",SQL
974,东莞勤上光电股份有限公司应收账款净额在2008年末、2009年末、2010年末和2011年6月30日分别为多少？占资产总额的比重分别为多少？,"该问题的 answer 应该是 ""该公司的招股说明书""。",Text
975,请查询：在20190304，属于申万二级电气自动化设备行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,"这个问题应该归为""基金股票数据库""类别。",SQL
976,"请查询：2019年12月年报(含半年报),持有15象屿MTN002且是前10大重仓股的基金有几个？",回答：“基金股票数据库”,SQL
977,帮我查一下易方达科融混合基金在20190426的资产净值和单位净值是多少?,回答：“基金股票数据库”,SQL
978,2019年年度报告里，格林基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,问题：“该公司的招股说明书”,Text
979,在2019年12月季报中，持有山东黄金这一股票且市值占基金资产净值比不小于5%的有几只基金？,回答：“基金股票数据库”,SQL
980,杭州中恒电气股份有限公司面临哪些人力资源方面的风险？,"该问题的描述类别最适合于 ""该公司的招股说明书""。",Text
981,根据联化科技股份有限公司招股意见书，精细化工产品与基础化工产品相比有哪些特性？,该问题的答案可能包含在联化科技股份有限公司的招股说明书中。因此，答案是“该公司的招股说明书”。,Text
982,我想知道诺安鼎利混合A基金在20210930的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,回答：“基金股票数据库”,SQL
983,中加优选中高等级债券C基金在20200331的季报里，前三大持仓占比的债券名称是什么?,回答：“基金股票数据库”,SQL
984,请列出国泰基金管理有限公司在2019年成立并且托管人为中国工商银行股份有限公司的所有基金的基金托管费率的平均数。,回答：“基金股票数据库”,SQL
985,20200908日，成交金额最大的前三家上市公司的股票代码是什么？按成交金额从大到小给出,这个问题的答案应该在基金股票数据库中。,SQL
986,浙江开尔新材料股份有限公司的主要原材料有哪些？,"该问题的 answer 应该是 ""该公司的招股说明书""。",Text
987,广州中海达卫星导航技术股份有限公司对海外代理商的选择标准是怎样的？,该问题属于招股说明书中提到的内容。,Text
988,深圳市超频三科技股份有限公司目前主要产品是什么？什么是公司未来业务增长的重点产品？,该问题的分类应该是“该公司的招股说明书”。,Text
989,我想知道广发睿享稳健增利混合A基金，在2019年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,回答：“基金股票数据库”,SQL
990,我想知道2019年的中期报告中，机构投资者持有的份额占比超过50%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,回答：“基金股票数据库”,SQL
