问题,SQL,SQL结果,答案
"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2019年，中信行业分类行业划分标准,房地产一级行业中, 代码为多少的股票的日均收益率最高？","SELECT t1.股票代码
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 LIKE '2019%'
AND t2.行业划分标准 = '中信行业分类'
AND t2.一级行业名称 = '房地产'
GROUP BY t1.股票代码
ORDER BY AVG(t1.[收盘价(元)] / t1.[昨收盘(元)] - 1) DESC
LIMIT 1;",[{'股票代码': '601512'}],"在2019年，中信行业分类行业划分标准,房地产一级行业中, 代码为601512的股票的日均收益率最高。"
请帮我查询下在2020年中邮创业基金管理股份有限公司成立的基金中，有多少只基金持仓过保险公司资本补充债券？,"SELECT COUNT(DISTINCT(基金代码)) AS 数量
FROM 基金债券持仓明细
WHERE 基金代码 IN (
    SELECT 基金代码
    FROM 基金基本信息
    WHERE 管理人 = '中邮创业基金管理股份有限公司'
)
AND 持仓日期 LIKE '2020%'
AND 债券类型 = '保险公司资本补充债券'
LIMIT 1;",[{'数量': 0}],在2020年中邮创业基金管理股份有限公司成立的基金中，有0只基金持仓过保险公司资本补充债券。
请帮我查询下股票代码为600695的股票在2020年内最高日收盘价是多少？,"SELECT MAX([收盘价(元)]) AS 最高日收盘价
FROM A股票日行情表
WHERE 股票代码 = '600695'
AND 交易日 LIKE '2020%'
LIMIT 1;",[{'最高日收盘价': 10.2}],股票代码为600695的股票在2020年内最高日收盘价是10.2。
在2019年6月季报中，持有远光软件这一股票且市值占基金资产净值比不小于2%的有几只基金？,"SELECT COUNT(*) AS 数量
FROM 基金股票持仓明细
WHERE 持仓日期 = '20190630'
AND 报告类型 = '季报'
AND 股票名称 = '远光软件'
AND 市值占基金资产净值比 * 100 >= 2
LIMIT 1;",[{'数量': 0}],在2019年6月季报中，持有远光软件这一股票且市值占基金资产净值比不小于2%的有0只基金。
嘉实汇达中短债债券A基金在20200630且报告类型是年报(含半年报)的持债市值中，哪类债券市值最高？,"SELECT 债券类型
FROM 基金债券持仓明细
WHERE 基金简称 = '嘉实汇达中短债债券A'
AND 持仓日期 = '20200630'
AND 报告类型 = '年报(含半年报)'
GROUP BY 债券类型
ORDER BY SUM(持债市值) DESC
LIMIT 1;",[{'债券类型': '超短期融资券'}],嘉实汇达中短债债券A基金在20200630且报告类型是年报(含半年报)的持债市值中，超短期融资券类债券市值最高。
在2019年报中，湖北能源和泡泡玛特分别在多少只基金的前7大重仓股里？,"SELECT 股票名称, COUNT(*) AS 数量
FROM 基金股票持仓明细
WHERE 持仓日期 = '20191231'
AND 报告类型 = '年报(含半年报)'
AND 股票名称 IN ('湖北能源', '泡泡玛特')
AND 第N大重仓股 <= 7
GROUP BY 股票名称
LIMIT 2;",[],在2019年报中，湖北能源在0只基金的前7大重仓股里，泡泡玛特在0只基金的前7大重仓股里。
请帮我计算，代码为600399的股票，2021年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。,"WITH t1 AS (
    SELECT *
    FROM A股票日行情表
    WHERE 股票代码 = '600399'
    AND 交易日 LIKE '2021%'
),
t2 AS (
    SELECT [今开盘(元)] AS 期初价
    FROM t1
    ORDER BY 交易日 ASC
    LIMIT 1
),
t3 AS (
    SELECT [收盘价(元)] AS 期末价
    FROM t1
    ORDER BY 交易日 DESC
    LIMIT 1
)
SELECT ROUND((t3.期末价 / t2.期初价 - 1) * 100, 2) AS 年化收益率
FROM t2 JOIN t3
LIMIT 1;",[{'年化收益率': 60.32}],代码为600399的股票，2021年一年持有的年化收益率为60.32%。
帮我查一下民生加银景气行业混合C基金在20201208的资产净值和单位净值是多少?,"SELECT 资产净值, 单位净值
FROM 基金日行情表
WHERE 基金代码 = (
    SELECT 基金代码
    FROM 基金基本信息
    WHERE 基金简称 = '民生加银景气行业混合C'
    LIMIT 1
)
AND 交易日期 = '20201208'
LIMIT 1;","[{'资产净值': 4567.66, '单位净值': 4.904}]",民生加银景气行业混合C基金在20201208的资产净值是4567.66元，单位净值是4.904元。
"请帮我查询下在2019年, 平安基金管理有限公司管理的债券型基金中，持有过公司债券的基金有多少只？","SELECT COUNT(DISTINCT(基金代码)) AS 数量
FROM 基金债券持仓明细
WHERE 基金代码 IN (
    SELECT 基金代码
    FROM 基金基本信息
    WHERE 管理人 = '平安基金管理有限公司'
)
AND 持仓日期 LIKE '2019%'
AND 债券类型 = '公司债券'
LIMIT 1;",[{'数量': 21}],"在2019年, 平安基金管理有限公司管理的债券型基金中，持有过公司债券的基金有21只。"
在2021年12月季报中，持有美迪西这一股票且市值占基金资产净值比不小于4%的有几只基金？,"SELECT COUNT(*) AS 数量
FROM 基金股票持仓明细
WHERE 持仓日期 = '20211231'
AND 报告类型 = '季报'
AND 股票名称 = '美迪西'
AND 市值占基金资产净值比 * 100 >= 4
LIMIT 1;",[{'数量': 6}],在2021年12月季报中，持有美迪西这一股票且市值占基金资产净值比不小于4%的有6只基金。
股票600158在20210819日期中的收盘价是多少?（小数点保留3位）,"SELECT ROUND([收盘价(元)], 3) AS 收盘价
FROM A股票日行情表
WHERE 股票代码 = '600158'
AND 交易日 = '20210819'
LIMIT 1;",[{'收盘价': 11.46}],股票600158在20210819日期中的收盘价是11.460元。
"帮我算一下在20201007,代码为02120的港股日价格振幅是多少，小数点后保留不超过3位。","SELECT ROUND(([最高价(元)] - [最低价(元)]) / [昨收盘(元)], 3) AS 日价格振幅
FROM 港股票日行情表
WHERE 交易日 = '20201007'
AND 股票代码 = '02120'
LIMIT 1;",[{'日价格振幅': 0.222}],"在20201007,代码为02120的港股日价格振幅是0.222。"
在2019年12月7日，使用申万行业分类标准，股票代码688075是属于哪个一级行业的?,"SELECT 一级行业名称
FROM A股公司行业划分表
WHERE 交易日期 = '20191207'
AND 行业划分标准 = '申万行业分类'
AND 股票代码 = '688075'
LIMIT 1;",[{'一级行业名称': '医药生物'}],在2019年12月7日，使用申万行业分类标准，股票代码688075是属于医药生物一级行业。
帮我查一下在2021年，代码为300731的A股股票今开盘高于昨收盘的天数？,"SELECT COUNT(交易日) AS 天数
FROM A股票日行情表
WHERE 股票代码 = '300731'
AND 交易日 LIKE '2021%'
AND [今开盘(元)] > [昨收盘(元)]
LIMIT 1;",[{'天数': 114}],在2021年，代码为300731的A股股票今开盘高于昨收盘的天数是114天。
请帮我查询出20190830日，电力设备一级行业涨幅超过9%（不包含）的股票数量。,"SELECT COUNT(DISTINCT(t1.股票代码)) AS 数量
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 = '20190830'
AND t2.一级行业名称 = '电力设备'
AND (t1.[收盘价(元)] / t1.[昨收盘(元)] - 1) * 100 > 9
LIMIT 1;",[{'数量': 0}],20190830日，电力设备一级行业涨幅超过9%（不包含）的股票数量是0只。
"请查询：2021年9月季报,持有金田转债且是前1大重仓股的基金有几个？","SELECT COUNT(*) AS 数量
FROM 基金债券持仓明细
WHERE 持仓日期 = '20210930'
AND 报告类型 = '季报'
AND 债券名称 = '金田转债'
AND 第N大重仓股 <= 1
LIMIT 1;",[{'数量': 0}],"2021年9月季报,持有金田转债且是前1大重仓股的基金有0个。"
请列出中银基金管理有限公司在2020年成立并且托管人为南京银行股份有限公司的所有基金的基金托管费率的平均数。,"SELECT AVG(托管费率) AS 平均托管费率
FROM 基金基本信息
WHERE 管理人 = '中银基金管理有限公司'
AND 托管人 = '南京银行股份有限公司'
AND 成立日期 LIKE '2020%'
LIMIT 1;",[{'平均托管费率': 0.1}],中银基金管理有限公司在2020年成立并且托管人为南京银行股份有限公司的所有基金的基金托管费率的平均数是0.1%。
我想知道在20200630的季报里，浙商汇金量化精选灵活配置混合投资的股票分别是哪些申万一级行业？,"SELECT DISTINCT(一级行业名称)
FROM A股公司行业划分表 t1 JOIN 基金股票持仓明细 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日期 = t2.持仓日期
AND t1.交易日期 = '20200630'
AND t1.行业划分标准 = '申万行业分类'
AND t2.报告类型 = '季报'
AND t2.基金简称 = '浙商汇金量化精选灵活配置混合';","[{'一级行业名称': '传媒'}, {'一级行业名称': '非银金融'}, {'一级行业名称': '电子'}, {'一级行业名称': '食品饮料'}, {'一级行业名称': '电气设备'}, {'一级行业名称': '医药生物'}, {'一级行业名称': '建筑材料'}, {'一级行业名称': '家用电器'}]",在20200630的季报里，浙商汇金量化精选灵活配置混合投资的股票分别是传媒、非银金融、电子、食品饮料、电气设备、医药生物、建筑材料、家用电器申万一级行业。
请帮我计算，在20190802，申万行业分类划分的一级行业为医药生物行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,"SELECT t1.股票代码, ROUND((t1.[收盘价(元)] / t1.[昨收盘(元)] - 1) * 100, 2) AS 涨跌幅
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 = '20190802'
AND t2.行业划分标准 = '申万行业分类'
AND t2.一级行业名称 = '医药生物'
ORDER BY 涨跌幅 DESC
LIMIT 1;","[{'股票代码': '603233', '涨跌幅': 10.01}]",在20190802，申万行业分类划分的一级行业为医药生物行业中，涨跌幅最大股票的股票代码是603233，涨跌幅是10.01%。
前海开源恒泽混合A基金在20210331的季报里，前一大持仓占比的债券名称是什么?,"SELECT 债券名称
FROM 基金债券持仓明细
WHERE 基金简称 = '前海开源恒泽混合A'
AND 持仓日期 = '20210331'
AND 报告类型 = '季报'
ORDER BY 第N大重仓股 ASC
LIMIT 1;",[{'债券名称': '20附息国债16'}],前海开源恒泽混合A基金在20210331的季报里，前一大持仓占比的债券名称是20附息国债16。
"请帮我查询下，在20211028，中信行业分类里一级行业为综合金融行业的所有股票里, 成交量(股)最多的股票的代码是什么？成交量是多少？","SELECT t1.股票代码, t1.[成交量(股)]
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 = '20211028'
AND t2.行业划分标准 = '中信行业分类'
AND t2.一级行业名称 = '综合金融'
ORDER BY t1.[成交量(股)] DESC
LIMIT 1;","[{'股票代码': '600093', '成交量(股)': 45098501.0}]","在20211028，中信行业分类里一级行业为综合金融行业的所有股票里, 成交量(股)最多的股票的代码是600093，成交量是45098501.0股。"
"我想了解一下农银汇理基金管理有限公司2020年成立的混合型基金,其托管费率的平均值是多少?请四舍五入保留小数点两位。","SELECT ROUND(AVG(托管费率), 2) AS 平均托管费率
FROM 基金基本信息
WHERE 管理人 = '农银汇理基金管理有限公司'
AND 成立日期 LIKE '2020%'
AND 基金类型 = '混合型'
LIMIT 1;",[{'平均托管费率': 0.19}],"农银汇理基金管理有限公司2020年成立的混合型基金,其托管费率的平均值是0.19%。"
查询下基金代码010170的基金，它的托管人是？,"SELECT 托管人
FROM 基金基本信息
WHERE 基金代码 = '010170'
LIMIT 1;",[{'托管人': '招商银行股份有限公司'}],基金代码010170的基金，它的托管人是招商银行股份有限公司。
我想知道2020年的年度报告中，个人投资者持有的份额占比超过13%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,"SELECT COUNT(*) AS 数量, ROUND(SUM(个人投资者持有的基金份额), 2) AS 持有份额
FROM 基金份额持有人结构
WHERE 定期报告所属年度 = 2020
AND 报告类型 = '年度报告'
AND 个人投资者持有的基金份额占总份额比例 > 13
LIMIT 1;","[{'数量': 2811, '持有份额': 1671087025415.03}]",2020年的年度报告中，个人投资者持有的份额占比超过13%的基金有2811只，并且他们总共持有了1671087025415.03份。
在2020年12月年报(含半年报)中，湘财长顺混合C基金持有市值最多的前6只股票中，所在证券市场是北京证券交易所的有几个？,"WITH t1 AS (
    SELECT *
    FROM 基金股票持仓明细
    WHERE 持仓日期 = '20201231'
    AND 报告类型 = '年报(含半年报)'
    AND 基金简称 = '湘财长顺混合C'
    ORDER BY 市值 DESC
    LIMIT 6
)
SELECT COUNT(*) AS 数量
FROM t1
WHERE 所在证券市场 = '北京证券交易所'
LIMIT 1;",[{'数量': 0}],在2020年12月年报(含半年报)中，湘财长顺混合C基金持有市值最多的前6只股票中，所在证券市场是北京证券交易所的有0个。
请问在国防军工行业，20210702行业的A股公司有多少?,"SELECT COUNT(DISTINCT(股票代码)) AS 数量
FROM A股公司行业划分表
WHERE 一级行业名称 = '国防军工'
AND 交易日期 = '20210702'
LIMIT 1;",[{'数量': 126}],在国防军工行业，20210702行业的A股公司有126间。
我想知道在20201231的季报里，招商核心优选股票C投资的股票分别是哪些中信一级行业？,"SELECT DISTINCT(一级行业名称)
FROM A股公司行业划分表 t1 JOIN 基金股票持仓明细 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日期 = t2.持仓日期
AND t1.交易日期 = '20201231'
AND t1.行业划分标准 = '中信行业分类'
AND t2.报告类型 = '季报'
AND t2.基金简称 = '招商核心优选股票C';","[{'一级行业名称': '食品饮料'}, {'一级行业名称': '医药'}, {'一级行业名称': '农林牧渔'}]",在20201231的季报里，招商核心优选股票C投资的股票分别是食品饮料、医药、农林牧渔中信一级行业。
